,State_FIPS10,County_FIPS10,ZCTA5,Total_Pop,Hispanic_Total,Non_Hispanic_Total,NH_White_alone,NH_Black_alone,NH_AIAN_alone,NH_API_alone,NH_Other_alone,NH_Mult_Total,NH_White_Other,NH_Black_Other,NH_AIAN_Other,NH_Asian_HPI,NH_API_Other,NH_Asian_HPI_Other
29395,,,86047,10737,2400,8337,3205,447,4445,90,8,142,4,0,1,0,0,0
29396,,,86052,26,1,25,20,0,0,4,0,1,0,0,0,0,0,0
29397,,,86053,1417,14,1403,7,0,1392,0,0,4,0,0,0,0,0,0
29398,,,86054,1321,19,1302,33,4,1260,0,0,5,0,0,0,0,0,0
29399,,,86301,17507,1479,16028,15146,121,233,271,17,240,8,0,0,9,2,0
29400,,,86303,14833,857,13976,13542,53,116,103,8,154,4,0,5,0,1,0
29401,,,86305,14952,746,14206,13768,51,88,151,7,141,2,0,2,3,0,0
29402,,,86313,256,15,241,207,21,7,2,0,4,0,0,0,0,0,0
29403,,,86314,25630,4069,21561,20511,159,240,315,18,318,15,0,1,7,1,0
29404,,,86315,5564,413,5151,4937,29,31,81,6,67,7,0,0,3,0,1
29405,,,86320,1497,230,1267,1179,14,27,7,1,39,1,0,0,0,0,0
29406,,,86321,1533,294,1239,1193,5,20,5,0,16,1,0,0,0,0,0
29407,,,86322,8940,1155,7785,7054,34,460,47,12,178,3,0,0,0,0,0
29408,,,86323,12309,1239,11070,10740,36,79,64,16,135,7,1,0,4,2,0
29409,,,86324,3350,353,2997,2755,27,148,23,0,44,0,0,0,2,0,0
29410,,,86325,4294,318,3976,3796,20,41,55,3,61,3,1,0,0,0,0
29411,,,86326,18135,3064,15071,14393,104,216,131,13,214,7,0,2,2,0,0
29412,,,86327,7484,424,7060,6853,25,52,44,14,72,2,0,0,1,0,0
29413,,,86329,887,105,782,744,5,7,2,1,23,1,0,0,0,0,0
29414,,,86331,438,26,412,399,1,2,1,0,9,1,0,0,0,0,0
29415,,,86332,1432,113,1319,1285,4,8,3,0,19,0,0,0,0,0,0
29416,,,86333,4723,320,4403,4253,22,47,10,1,70,8,0,1,0,0,0
29417,,,86334,3746,733,3013,2862,18,52,20,1,60,4,0,0,1,2,0
29418,,,86335,3712,412,3300,3107,14,82,18,3,76,0,0,0,0,0,0
29419,,,86336,10017,1019,8998,8624,47,46,187,15,79,4,0,0,1,1,0
29420,,,86337,1086,122,964,907,8,24,5,1,19,2,0,0,1,0,0
29421,,,86338,556,49,507,494,3,2,0,0,8,0,0,0,0,0,0
29422,,,86343,160,2,158,158,0,0,0,0,0,0,0,0,0,0,0
29423,,,86351,5614,403,5211,4999,35,25,87,3,62,2,0,0,4,0,0
29424,,,86401,18847,1825,17022,15973,166,264,344,9,266,6,0,1,3,5,0
29425,,,86403,12852,1580,11272,10778,82,117,131,9,155,16,1,1,4,1,0
29426,,,86404,13620,1233,12387,11979,70,95,104,1,138,8,0,0,2,4,0
29427,,,86406,19490,1401,18089,17444,99,146,205,8,187,3,0,0,1,5,0
29428,,,86409,20843,1944,18899,17916,148,276,248,11,300,10,0,0,9,0,0
29429,,,86411,191,7,184,173,0,7,1,0,3,1,0,0,0,0,0
29430,,,86413,10369,1372,8997,8368,240,147,94,4,144,4,0,3,4,2,0
29431,,,86426,11034,1400,9634,9136,85,85,176,11,141,1,0,2,4,1,1
29432,,,86429,6025,734,5291,4916,88,40,134,10,103,5,0,0,4,0,1
29433,,,86431,373,15,358,333,0,2,9,3,11,0,0,0,2,1,0
29434,,,86432,3055,762,2293,2220,2,26,16,7,22,0,0,0,0,0,0
29435,,,86433,98,1,97,94,0,0,1,0,2,0,0,0,0,0,0
29436,,,86434,970,30,940,153,4,759,2,0,22,0,0,0,0,0,0
29437,,,86435,332,13,319,11,0,299,0,0,9,0,0,0,0,0,0
29438,,,86436,1855,120,1735,1690,3,15,10,2,15,1,0,0,1,0,0
29439,,,86437,63,9,54,22,0,32,0,0,0,0,0,0,0,0,0
29440,,,86438,813,53,760,714,11,16,3,0,16,0,0,0,0,0,0
29441,,,86440,5481,795,4686,4214,24,293,38,2,115,0,0,2,5,0,0
29442,,,86441,1948,176,1772,1700,13,12,14,1,32,3,0,0,0,0,0
29443,,,86442,26512,5390,21122,19939,283,201,385,16,298,14,3,1,12,1,0
29444,,,86443,64,2,62,61,0,0,0,0,1,0,0,0,0,0,0
29445,,,86444,1199,41,1158,1099,9,14,13,1,22,0,0,0,0,0,0
29446,,,86445,281,16,265,250,3,7,2,0,3,0,0,0,0,0,0
29447,,,86502,970,14,956,49,3,897,2,0,5,0,0,0,0,0,0
29448,,,86503,6893,87,6806,254,12,6486,13,1,40,0,0,1,0,2,0
29449,,,86504,4443,67,4376,206,8,4055,52,3,52,0,0,1,0,0,0
29450,,,86505,5174,50,5124,114,7,4956,10,0,37,0,0,1,0,0,0
29451,,,86506,905,13,892,13,0,871,1,0,7,0,0,0,0,0,0
29452,,,86507,1537,19,1518,9,0,1505,0,0,4,0,0,0,0,0,0
29453,,,86508,539,11,528,13,1,502,0,0,12,0,0,0,0,0,0
29454,,,86510,3442,27,3415,90,7,3294,14,0,10,0,0,0,0,2,0
29455,,,86511,2572,47,2525,90,3,2400,4,0,28,0,0,0,0,0,0
29456,,,86512,1607,47,1560,161,7,1359,4,3,26,0,0,1,0,0,0
29457,,,86514,2231,33,2198,69,2,2108,7,0,12,0,0,0,0,0,0
29458,,,86515,3032,56,2976,122,2,2799,18,0,35,0,0,0,0,1,0
29459,,,86520,1162,7,1155,8,1,1138,0,0,8,0,0,0,0,0,0
29460,,,86535,791,5,786,3,1,779,0,0,3,0,0,1,0,0,0
29461,,,86538,1441,14,1427,69,3,1344,2,0,9,0,0,0,0,0,0
29462,,,86540,707,6,701,2,0,684,0,0,15,0,0,3,0,0,0
29463,,,86544,859,6,853,7,0,842,0,0,4,0,0,0,0,0,0
29464,,,86545,1042,9,1033,9,0,1014,4,0,6,0,0,0,0,0,0
29465,,,86547,704,2,702,1,0,698,1,0,2,0,0,0,0,0,0
29466,,,86556,1396,15,1381,44,3,1319,0,1,14,0,0,0,0,0,0
29467,,,87001,2464,428,2036,208,3,1809,4,3,9,0,0,0,0,0,0
29468,,,87002,16984,9269,7715,7063,213,220,53,26,140,11,1,0,2,1,0
29469,,,87004,7604,4698,2906,1823,43,948,31,14,47,6,0,0,1,0,0
29470,,,87005,591,109,482,383,4,86,3,0,6,0,0,0,0,0,0
29471,,,87006,571,283,288,268,6,4,3,2,5,0,0,0,0,0,0
29472,,,87007,800,41,759,16,1,731,0,0,11,0,0,0,0,0,0
29473,,,87008,2118,309,1809,1725,11,30,17,3,23,4,0,0,0,0,0
29474,,,87010,1002,144,858,804,12,8,7,3,24,0,0,0,0,0,0
29475,,,87011,75,5,70,66,0,1,2,0,1,0,0,0,0,0,0
29476,,,87012,209,182,27,17,0,6,0,1,3,0,0,0,0,0,0
29477,,,87013,3542,594,2948,436,9,2464,5,7,27,0,0,0,0,0,0
29478,,,87014,511,391,120,77,2,33,0,0,8,0,0,0,0,0,0
29479,,,87015,10008,2033,7975,7549,71,136,62,22,135,9,0,0,0,1,0
29480,,,87016,2899,1107,1792,1602,55,92,9,0,34,0,0,1,6,0,0
29481,,,87017,320,288,32,28,0,1,0,1,2,0,0,0,0,0,0
29482,,,87018,355,9,346,5,1,338,0,0,2,0,0,2,0,0,0
29483,,,87020,8559,4174,4385,3085,143,999,70,12,76,4,0,2,1,0,0
29484,,,87021,2804,1909,895,600,16,259,9,1,10,1,0,0,1,0,0
29485,,,87022,663,45,618,12,0,601,1,0,4,0,0,1,0,0,0
29486,,,87023,500,318,182,163,10,3,1,1,4,0,0,0,0,1,0
29487,,,87024,1620,161,1459,149,1,1303,1,0,5,0,0,0,0,0,0
29488,,,87025,1068,162,906,857,3,19,12,1,14,3,0,0,1,0,0
29489,,,87026,2809,278,2531,204,17,2274,5,0,31,0,0,2,0,1,0
29490,,,87027,258,158,100,76,5,13,1,0,5,2,0,0,0,0,0
29491,,,87028,132,73,59,57,0,1,0,0,1,0,0,0,0,0,0
29492,,,87029,195,35,160,155,0,4,1,0,0,0,0,0,0,0,0
29493,,,87031,31718,17936,13782,12157,417,674,198,53,283,24,1,4,4,6,0
29494,,,87032,229,76,153,143,2,3,1,1,3,0,0,0,0,0,0
29495,,,87034,1550,36,1514,15,1,1486,0,0,12,0,0,1,1,0,0
29496,,,87035,5332,1720,3612,3364,58,80,22,5,83,6,0,2,0,0,0
29497,,,87036,1478,603,875,830,7,13,4,3,18,0,0,0,0,0,0
29498,,,87037,455,9,446,7,0,434,0,0,5,0,0,0,0,0,0
29499,,,87038,425,19,406,12,2,383,7,0,2,0,0,0,0,0,0
29500,,,87040,369,11,358,5,1,345,2,0,5,0,0,0,0,0,0
29501,,,87041,590,404,186,90,5,88,1,0,2,0,0,0,0,0,0
29502,,,87042,2804,1426,1378,1269,15,57,8,6,23,4,0,0,0,0,0
29503,,,87043,4505,787,3718,3564,37,39,41,1,36,5,0,1,0,1,0
29504,,,87044,301,164,137,114,0,22,1,0,0,0,0,0,0,0,0
29505,,,87045,1185,55,1130,109,0,1013,1,0,7,0,0,3,0,0,0
29506,,,87046,159,42,117,108,0,5,0,0,4,0,0,0,1,0,0
29507,,,87047,3976,590,3386,3256,28,25,35,12,30,1,0,0,0,1,0
29508,,,87048,7108,1738,5370,5044,63,100,82,21,60,5,0,0,1,1,0
29509,,,87049,703,81,622,51,0,561,0,0,10,0,0,0,0,0,0
29510,,,87051,715,478,237,219,1,8,2,0,7,1,0,0,0,0,0
29511,,,87052,2115,23,2092,4,0,2085,1,0,2,0,0,0,0,0,0
29512,,,87053,702,138,564,50,0,511,1,0,2,1,0,0,0,0,0
29513,,,87056,758,168,590,571,0,5,5,4,5,0,0,0,0,0,0
29514,,,87059,7646,1727,5919,5645,46,76,53,11,88,1,0,2,1,0,0
29515,,,87061,304,178,126,115,1,6,2,1,1,0,0,0,0,0,0
29516,,,87062,1299,756,543,504,9,14,0,4,12,2,0,0,0,0,0
29517,,,87063,229,154,75,71,2,1,0,0,1,0,0,0,0,0,0
29518,,,87064,130,102,28,28,0,0,0,0,0,0,0,0,0,0,0
29519,,,87068,3694,1106,2588,1978,9,556,15,2,28,6,0,0,0,0,0
29520,,,87070,38,16,22,20,2,0,0,0,0,0,0,0,0,0,0
29521,,,87072,464,17,447,3,0,436,1,0,7,0,0,0,0,0,0
29522,,,87083,489,65,424,320,5,80,6,0,13,0,0,0,0,0,0
29523,,,87102,17172,10370,6802,4969,571,753,194,46,269,14,5,5,5,6,0
29524,,,87104,9678,5132,4546,3845,130,394,62,24,91,4,1,0,1,0,0
29525,,,87105,42082,32195,9887,7374,431,1550,134,131,267,22,5,5,6,2,0
29526,,,87106,22765,7087,15678,12423,810,978,936,64,467,24,4,3,6,4,0
29527,,,87107,24289,12789,11500,10124,246,667,175,42,246,25,6,4,3,4,0
29528,,,87108,29744,13732,16012,11654,1235,1773,817,74,459,10,8,1,5,7,0
29529,,,87109,32311,9744,22567,18644,868,1694,831,70,460,37,0,10,8,3,0
29530,,,87110,31573,10313,21260,18115,707,1042,874,55,467,12,3,3,11,5,0
29531,,,87111,45963,9114,36849,32674,975,1024,1483,74,619,25,2,3,7,3,0
29532,,,87112,34564,10112,24452,20868,938,1010,987,50,599,22,4,2,8,4,0
29533,,,87113,10770,4097,6673,5402,139,256,702,24,150,4,2,1,5,2,0
29534,,,87114,44084,17678,26406,21840,1289,1486,1003,69,719,27,3,2,21,7,0
29535,,,87116,2651,399,2252,1720,274,53,108,5,92,0,0,0,2,1,0
29536,,,87117,310,36,274,216,26,8,8,2,14,0,0,0,1,0,0
29537,,,87120,42963,20850,22113,17514,1252,1757,898,95,597,23,7,6,20,6,0
29538,,,87121,50843,38635,12208,7947,1491,1804,445,115,406,38,6,7,18,5,0
29539,,,87122,13664,2172,11492,10250,157,92,787,17,189,13,0,0,2,15,0
29540,,,87123,31542,11126,20416,15991,1116,1320,1415,54,520,34,6,3,14,2,0
29541,,,87124,37927,11962,25965,22768,893,892,789,77,546,43,5,3,12,8,0
29542,,,87144,26057,9010,17047,14597,765,727,484,58,416,27,6,2,9,6,0
29543,,,87301,16402,4707,11695,4242,185,6612,329,26,301,14,0,9,2,1,0
29544,,,87305,2318,153,2165,204,5,1925,0,2,29,1,0,1,0,0,0
29545,,,87310,677,7,670,0,3,664,0,0,3,0,0,0,0,0,0
29546,,,87311,2758,50,2708,11,6,2681,0,0,10,0,0,0,0,0,0
29547,,,87312,404,21,383,80,1,288,2,3,9,0,0,0,0,0,0
29548,,,87313,4002,40,3962,137,14,3772,21,1,17,0,0,0,0,0,0
29549,,,87315,125,15,110,87,0,17,1,0,5,0,0,0,0,0,0
29550,,,87316,900,17,883,37,2,833,0,0,11,0,0,2,0,0,0
29551,,,87317,1364,546,818,124,9,655,3,0,27,0,0,0,0,0,0
29552,,,87319,1272,19,1253,45,1,1193,1,0,13,0,0,2,0,0,0
29553,,,87320,528,8,520,2,0,513,0,0,5,0,0,0,0,0,0
29554,,,87321,1627,60,1567,520,6,999,7,0,35,0,0,0,1,0,0
29555,,,87322,160,5,155,28,0,127,0,0,0,0,0,0,0,0,0
29556,,,87323,3056,206,2850,442,10,2369,7,2,20,0,0,1,0,0,0
29557,,,87325,2161,32,2129,41,1,2037,37,0,13,0,0,0,0,0,0
29558,,,87326,1212,22,1190,131,1,1042,6,0,10,0,0,0,0,1,0
29559,,,87327,5507,106,5401,153,7,5195,18,0,28,0,0,3,0,0,0
29560,,,87328,1623,34,1589,38,6,1531,7,0,7,0,0,0,0,0,0
29561,,,87347,249,30,219,158,6,52,0,0,3,0,0,0,0,0,0
29562,,,87357,414,19,395,52,3,321,11,0,8,0,0,0,0,0,0
29563,,,87364,806,7,799,3,0,792,0,0,4,0,0,0,0,0,0
29564,,,87375,2180,34,2146,31,2,2097,0,0,16,0,0,1,0,0,0
29565,,,87401,33014,6990,26024,17425,285,7628,178,27,481,10,6,10,2,4,0
29566,,,87402,7970,1342,6628,5579,44,822,66,16,101,2,0,1,0,0,0
29567,,,87410,12776,2210,10566,9489,36,814,49,16,162,4,0,0,3,0,0
29568,,,87412,730,322,408,314,0,78,3,4,9,0,0,0,0,0,0
29569,,,87413,11856,3163,8693,5859,37,2604,29,11,153,8,0,1,0,0,0
29570,,,87415,1393,261,1132,1076,2,38,5,0,11,0,0,0,0,0,0
29571,,,87416,3698,117,3581,445,9,3094,2,0,31,0,0,0,0,0,0
29572,,,87417,4702,454,4248,1706,11,2411,25,2,93,3,0,3,0,0,0
29573,,,87418,773,80,693,624,2,52,8,2,5,0,0,0,0,0,0
29574,,,87419,386,59,327,308,2,5,6,0,6,0,0,0,0,0,0
29575,,,87420,8243,72,8171,119,9,7949,20,0,74,1,0,3,1,0,0
29576,,,87421,1297,74,1223,328,2,874,2,2,15,0,0,1,0,0,0
29577,,,87455,1258,22,1236,32,2,1192,4,0,6,0,0,0,0,0,0
29578,,,87461,917,8,909,5,0,900,0,0,4,0,0,0,0,0,0
29579,,,87499,330,4,326,7,1,310,6,0,2,0,0,0,0,0,0
29580,,,87501,13335,3877,9458,8867,95,118,187,34,157,9,4,2,1,2,0
29581,,,87505,25909,9946,15963,14715,188,340,328,78,314,21,2,2,4,8,0
29582,,,87506,10087,4145,5942,4719,36,1008,71,24,84,3,0,12,2,2,0
29583,,,87507,33234,22291,10943,9593,225,423,408,54,240,20,2,1,7,1,0
29584,,,87508,14916,4798,10118,9265,155,338,183,24,153,5,0,2,1,5,0
29585,,,87510,882,515,367,308,1,11,9,27,11,2,0,0,0,0,0
29586,,,87511,2018,1748,270,216,3,32,2,7,10,0,0,1,0,0,0
29587,,,87512,167,125,42,41,0,0,0,0,1,0,0,0,0,0,0
29588,,,87513,799,370,429,402,3,10,4,2,8,4,0,0,0,0,0
29589,,,87514,1110,490,620,593,1,9,4,0,13,0,0,0,0,3,0
29590,,,87515,237,214,23,17,2,3,0,1,0,0,0,0,0,0,0
29591,,,87516,112,103,9,8,0,1,0,0,0,0,0,0,0,0,0
29592,,,87517,330,36,294,270,1,5,3,2,13,5,0,0,0,0,0
29593,,,87518,73,59,14,13,0,1,0,0,0,0,0,0,0,0,0
29594,,,87519,354,272,82,77,1,3,0,0,1,0,0,0,0,0,0
29595,,,87520,1169,636,533,490,3,21,5,5,9,2,0,0,1,0,0
29596,,,87521,773,611,162,123,1,23,2,1,12,2,0,1,0,0,0
29597,,,87522,2634,2325,309,272,2,14,4,6,11,1,0,0,0,0,0
29598,,,87523,346,330,16,14,0,1,0,0,1,0,0,0,0,0,0
29599,,,87524,207,160,47,44,0,3,0,0,0,0,0,0,0,0,0
29600,,,87525,69,15,54,54,0,0,0,0,0,0,0,0,0,0,0
29601,,,87527,717,501,216,198,3,4,1,5,5,0,0,0,0,0,0
29602,,,87528,2262,290,1972,114,10,1824,7,0,17,0,0,2,0,0,0
29603,,,87529,2917,1293,1624,1507,9,54,17,4,33,4,0,0,0,0,0
29604,,,87530,775,574,201,170,2,1,3,19,6,0,0,1,0,1,0
29605,,,87531,324,151,173,156,1,4,4,0,8,1,0,0,0,0,0
29606,,,87532,13611,10349,3262,2008,43,996,114,9,92,1,0,0,0,1,0
29607,,,87533,116,99,17,4,1,10,2,0,0,0,0,0,0,0,0
29608,,,87535,1021,529,492,464,3,12,3,1,9,1,0,0,0,0,0
29609,,,87537,2130,1867,263,203,1,27,3,26,3,1,0,0,0,0,0
29610,,,87538,402,235,167,157,1,3,1,1,4,0,1,0,0,0,0
29611,,,87539,222,162,60,54,5,0,1,0,0,0,0,0,0,0,0
29612,,,87540,789,149,640,613,1,5,13,1,7,2,0,0,0,0,0
29613,,,87543,200,149,51,50,0,0,0,0,1,1,0,0,0,0,0
29614,,,87544,13602,1721,11881,10778,74,87,776,22,144,4,0,0,2,4,0
29615,,,87548,687,490,197,163,5,5,2,15,7,0,0,3,0,0,0
29616,,,87549,813,568,245,211,2,9,2,12,9,0,0,0,0,0,0
29617,,,87551,265,169,96,89,0,2,1,0,4,2,0,0,0,0,0
29618,,,87552,2547,1901,646,584,11,14,9,3,25,0,0,0,0,0,0
29619,,,87553,923,750,173,60,0,102,0,2,9,2,0,0,0,0,0
29620,,,87554,53,48,5,4,0,1,0,0,0,0,0,0,0,0,0
29621,,,87556,1903,1270,633,587,5,10,5,3,23,4,1,0,0,0,0
29622,,,87557,4916,3164,1752,1550,29,71,35,18,49,6,0,3,1,0,0
29623,,,87558,494,44,450,442,1,2,0,0,5,1,0,0,0,0,0
29624,,,87560,1134,853,281,261,6,3,3,3,5,2,0,0,0,0,0
29625,,,87562,440,299,141,128,5,4,0,3,1,1,0,0,0,0,0
29626,,,87564,272,106,166,156,1,3,3,0,3,0,0,0,0,0,0
29627,,,87565,371,276,95,88,1,4,0,1,1,0,0,0,0,0,0
29628,,,87566,2240,1191,1049,152,8,857,7,8,17,0,0,4,0,0,0
29629,,,87567,1195,1045,150,127,2,11,4,1,5,0,1,1,0,0,0
29630,,,87569,342,259,83,80,0,2,1,0,0,0,0,0,0,0,0
29631,,,87571,9248,4030,5218,3954,31,1025,68,27,113,8,1,5,1,2,0
29632,,,87573,32,18,14,14,0,0,0,0,0,0,0,0,0,0,0
29633,,,87574,153,75,78,69,4,1,3,0,1,0,0,0,0,0,0
29634,,,87575,638,511,127,114,2,3,1,1,6,3,0,0,0,0,0
29635,,,87577,387,63,324,293,4,5,5,1,16,2,0,0,0,0,0
29636,,,87578,491,405,86,81,1,1,0,1,2,0,0,0,0,0,0
29637,,,87579,727,547,180,119,0,6,39,10,6,2,0,0,0,0,0
29638,,,87580,371,152,219,213,0,3,0,2,1,0,0,0,0,0,0
29639,,,87581,118,89,29,29,0,0,0,0,0,0,0,0,0,0,0
29640,,,87582,1036,849,187,152,1,18,3,9,4,0,0,0,0,0,0
29641,,,87583,189,166,23,22,0,0,0,0,1,0,0,0,0,0,0
29642,,,87701,15649,11952,3697,2971,278,159,147,31,111,6,0,1,1,0,0
29643,,,87710,1475,240,1235,1195,3,6,17,1,13,0,0,0,0,0,0
29644,,,87711,565,494,71,61,4,2,2,1,1,1,0,0,0,0,0
29645,,,87712,226,188,38,34,2,2,0,0,0,0,0,0,0,0,0
29646,,,87713,223,176,47,44,0,3,0,0,0,0,0,0,0,0,0
29647,,,87714,919,447,472,449,0,7,1,2,13,0,0,1,0,0,0
29648,,,87715,437,369,68,64,0,1,1,0,2,0,0,0,0,0,0
29649,,,87718,378,74,304,294,0,4,3,0,3,0,0,0,0,0,0
29650,,,87722,307,219,88,84,0,1,0,1,2,0,0,0,0,0,0
29651,,,87723,289,241,48,41,0,2,0,0,5,0,0,0,0,0,0
29652,,,87724,57,47,10,9,0,0,1,0,0,0,0,0,0,0,0
29653,,,87728,313,109,204,193,0,3,1,2,5,0,0,0,0,0,0
29654,,,87729,106,38,68,66,0,1,1,0,0,0,0,0,0,0,0
29655,,,87730,24,8,16,16,0,0,0,0,0,0,0,0,0,0,0
29656,,,87731,180,112,68,65,0,0,1,0,2,0,0,0,0,0,0
29657,,,87732,1315,1049,266,253,8,0,4,0,1,0,0,0,0,0,0
29658,,,87733,139,63,76,76,0,0,0,0,0,0,0,0,0,0,0
29659,,,87734,162,106,56,56,0,0,0,0,0,0,0,0,0,0,0
29660,,,87735,75,54,21,16,0,0,5,0,0,0,0,0,0,0,0
29661,,,87736,183,156,27,26,0,0,0,0,1,0,0,1,0,0,0
29662,,,87740,6252,3101,3151,3002,15,44,19,6,65,5,0,0,0,1,0
29663,,,87742,481,247,234,229,0,0,1,3,1,0,0,0,0,0,0
29664,,,87743,315,150,165,161,2,1,0,0,1,0,0,0,0,0,0
29665,,,87745,506,301,205,195,0,1,2,4,3,0,0,0,0,0,0
29666,,,87746,104,58,46,46,0,0,0,0,0,0,0,0,0,0,0
29667,,,87747,1357,745,612,541,15,40,2,5,9,1,0,0,0,0,0
29668,,,87749,64,13,51,49,0,1,0,0,1,0,0,0,0,0,0
29669,,,87750,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
29670,,,87752,350,266,84,80,0,2,0,0,2,0,0,0,0,0,0
29671,,,87753,182,125,57,55,0,2,0,0,0,0,0,0,0,0,0
29672,,,87801,7999,3983,4016,3480,82,195,153,17,89,4,0,0,0,0,0
29673,,,87820,138,63,75,73,0,0,0,1,1,0,0,0,0,0,0
29674,,,87821,580,81,499,481,0,11,1,2,4,1,0,0,0,0,0
29675,,,87823,683,304,379,359,6,4,3,1,6,1,0,0,0,0,0
29676,,,87824,158,20,138,137,0,0,0,0,1,0,0,0,0,0,0
29677,,,87825,2111,433,1678,664,4,974,8,7,21,0,0,1,0,0,0
29678,,,87827,245,24,221,203,3,9,0,0,6,0,0,0,0,0,0
29679,,,87828,298,189,109,102,1,3,1,0,2,0,0,0,0,0,0
29680,,,87829,769,120,649,591,8,33,0,0,17,0,0,0,0,0,0
29681,,,87830,803,195,608,577,1,9,1,0,20,0,0,0,0,0,0
29682,,,87831,162,54,108,101,2,5,0,0,0,0,0,0,0,0,0
29683,,,87832,475,217,258,239,1,7,8,2,1,0,0,0,0,0,0
29684,,,87901,5937,1411,4526,4303,29,66,32,2,94,1,0,0,1,0,0
29685,,,87930,575,380,195,188,0,1,0,1,5,0,0,0,0,0,0
29686,,,87931,559,84,475,446,2,9,4,1,13,1,0,0,0,0,0
29687,,,87933,69,45,24,24,0,0,0,0,0,0,0,0,0,0,0
29688,,,87935,1626,169,1457,1403,3,12,10,0,29,4,0,0,0,0,0
29689,,,87936,386,305,81,76,0,1,1,2,1,0,0,0,0,0,0
29690,,,87937,2147,1792,355,341,0,7,4,1,2,0,0,0,0,0,0
29691,,,87939,106,14,92,91,0,0,0,0,1,0,0,0,0,0,0
29692,,,87940,445,324,121,116,1,2,0,0,2,0,0,0,0,0,0
29693,,,87941,764,658,106,96,0,4,4,0,2,0,0,0,0,0,0
29694,,,87942,759,153,606,581,0,15,0,1,9,0,0,0,0,0,0
29695,,,87943,196,36,160,153,0,5,0,0,2,0,0,0,0,0,0
29696,,,88001,28548,17274,11274,9123,638,451,687,54,321,15,1,5,4,6,0
29697,,,88002,1105,169,936,696,139,13,49,1,38,1,0,0,0,1,0
29698,,,88003,885,325,560,465,30,28,13,0,24,1,0,0,2,0,0
29699,,,88004,699,367,332,242,38,44,0,2,6,0,0,0,0,0,0
29700,,,88005,20943,10774,10169,9277,291,183,164,31,223,8,2,7,4,1,0
29701,,,88007,17643,9422,8221,7714,161,98,97,43,108,17,1,0,1,1,0
29702,,,88008,4063,2837,1226,1130,43,12,22,2,17,1,1,0,0,0,0
29703,,,88009,57,8,49,48,0,0,1,0,0,0,0,0,0,0,0
29704,,,88011,22175,7468,14707,13204,456,160,581,37,269,9,2,4,6,10,0
29705,,,88012,18178,10312,7866,7085,316,129,142,21,173,5,2,0,9,1,0
29706,,,88020,665,201,464,446,0,5,1,2,10,0,0,0,0,0,0
29707,,,88021,12343,10982,1361,1280,23,21,15,2,20,2,1,0,0,0,0
29708,,,88022,1061,549,512,478,0,14,3,2,15,0,0,0,0,0,0
29709,,,88023,1774,1453,321,291,2,19,1,1,7,0,0,0,0,0,0
29710,,,88024,148,134,14,14,0,0,0,0,0,0,0,0,0,0,0
29711,,,88025,210,9,201,194,0,5,0,0,2,0,0,0,0,0,0
29712,,,88026,1222,929,293,250,8,17,2,1,15,2,0,0,0,0,0
29713,,,88027,354,320,34,34,0,0,0,0,0,0,0,0,0,0,0
29714,,,88028,402,20,382,375,1,2,0,0,4,0,0,0,0,0,0
29715,,,88029,1296,945,351,320,6,7,1,0,17,0,0,0,0,5,0
29716,,,88030,17154,9134,8020,7523,153,107,95,19,123,5,0,0,0,3,0
29717,,,88032,139,121,18,17,0,0,0,1,0,0,0,0,0,0,0
29718,,,88033,10,8,2,2,0,0,0,0,0,0,0,0,0,0,0
29719,,,88034,87,40,47,47,0,0,0,0,0,0,0,0,0,0,0
29720,,,88038,359,87,272,265,1,1,0,2,3,0,0,0,0,0,0
29721,,,88039,416,41,375,366,1,0,1,4,3,0,0,0,0,0,0
29722,,,88040,94,24,70,65,0,0,3,1,1,0,0,0,0,0,0
29723,,,88041,1060,323,737,692,4,17,5,2,17,1,0,0,0,0,0
29724,,,88042,232,20,212,201,0,3,3,0,5,0,0,0,0,0,0
29725,,,88043,1238,774,464,439,6,6,2,1,10,0,0,0,0,0,0
29726,,,88044,2873,2238,635,593,4,3,4,22,9,0,0,0,0,0,0
29727,,,88045,2694,1682,1012,972,8,6,15,1,10,1,0,0,0,0,0
29728,,,88046,602,378,224,209,1,3,5,0,6,0,0,0,0,0,0
29729,,,88047,1399,999,400,379,4,6,7,2,2,0,0,0,0,0,0
29730,,,88048,2588,2441,147,141,4,0,0,0,2,0,0,0,0,0,0
29731,,,88049,352,93,259,250,1,4,2,0,2,0,0,0,0,0,0
29732,,,88051,84,5,79,76,1,0,1,0,1,0,0,0,0,0,0
29733,,,88052,211,71,140,130,1,6,1,0,2,1,0,0,0,0,0
29734,,,88053,121,7,114,111,0,2,0,0,1,0,0,0,0,0,0
29735,,,88055,35,0,35,35,0,0,0,0,0,0,0,0,0,0,0
29736,,,88056,198,36,162,154,0,1,1,0,6,0,0,0,0,0,0
29737,,,88061,14510,5569,8941,8454,117,96,92,33,149,5,0,0,1,0,0
29738,,,88063,8449,8233,216,184,16,1,3,3,9,3,0,0,0,0,0
29739,,,88065,450,159,291,282,4,0,3,0,2,0,0,0,0,0,0
29740,,,88072,1598,1439,159,132,12,13,1,0,1,0,0,0,0,0,0
29741,,,88081,10497,7610,2887,2591,120,77,34,12,53,3,0,0,1,0,0
29742,,,88101,32104,11341,20763,17692,1884,203,489,37,458,23,5,3,7,5,0
29743,,,88103,278,38,240,174,46,1,10,1,8,1,0,0,0,1,0
